ZIPCODE,STATE,YEAR,share_wages,share_business,share_capital_gains,share_interest,share_dividends,share_unemployment,share_social_security,income_stability_index,income_diversity_index,shock_response_index
52351,IA,2022,0.6910222196851854,0.010260728097840822,0.019836456267035806,0.002954062192285188,0.005294478615158478,0.0010417707248155494,0.034563954732921384,0.04310453651029071,0.44917820464755864,0.056156045445003994
52352,IA,2022,0.6838585415440587,0.02717885613396822,0.04531592745171473,0.006861591140120914,0.012399015568990424,0.0018056818789791878,0.04983681985982558,0.026845025573737386,0.714012446827795,0.034670330030775555
52353,IA,2022,0.6084241339022656,0.028113253073250025,0.033450167631819565,0.007835517626739815,0.022750939754139998,0.0018795082799959362,0.052394468149954285,0.0384978747416759,0.7875160257039041,0.047019816761569126
52354,IA,2022,0.6340589694130615,0.0,0.03658032515844585,0.007991182143841279,0.010540093689721686,0.0,0.05380270046844861,0.06104113073285395,0.5827673257507775,-0.07826178512852403
52355,IA,2022,0.581061038220194,0.0,0.07016543069024529,0.004563605248146035,0.0,0.0,0.05430690245293782,0.09946197235765439,0.6218499062240903,0.10223942614704983
52356,IA,2022,0.6374098494637906,0.05291408502037706,0.021426283644235336,0.005798349955269871,0.010878808963696807,0.0019548722706338425,0.03862253294014999,0.05721702192040209,0.7020028055734653,0.07886320482847989
52358,IA,2022,0.6636000673449263,0.029493469947326646,0.040220554633571444,0.004359381388748587,0.015657695360415613,0.0011845491497703058,0.04916179618539096,0.023771321417924218,0.7148549727969394,0.027492191741345852
52359,IA,2022,0.6575584556824361,0.0,0.0,0.0008156606851549756,0.0,0.0,0.02868406742794997,0.05568526281528422,0.18259649184077492,0.053747356117110096
52361,IA,2022,0.6031679102425431,0.021806882138339412,0.05304599703008415,0.007640200194327827,0.024620969072542943,0.0014620419088125836,0.04470456670394339,0.034755664156624205,0.8062765989976699,0.05410107906201819
52362,IA,2022,0.6794107452339688,0.01930675909878683,0.014072790294627383,0.0036741767764298093,0.006273830155979203,0.004922010398613518,0.04561525129982669,0.0706246498021638,0.5423761129078912,0.03412507132097985
52401,IA,2022,0.4832801264067589,0.01628454419399568,0.051831070695344664,0.021820214332548667,0.01712295637032021,0.001257618264486795,0.014231509249406124,0.06779517465430701,0.8092828226522322,-0.03584197813106724
52402,IA,2022,0.7046996540452212,0.021868016616407762,0.0332300317420991,0.0070575888392524705,0.021451840881680125,0.0019235948675371097,0.04422945897850431,0.05686126797583292,0.6706993643060135,0.005575420558941047
52403,IA,2022,0.5299286377443575,0.0223605508415635,0.1149479016714813,0.012172990389063394,0.034340254976110145,0.0014581385644088028,0.03833214180579503,0.036538839711121214,1.0097761314463485,0.11630385660263787
52404,IA,2022,0.7552176843851882,0.016863491116973352,0.02232990672984062,0.005259814756000337,0.009956540902108462,0.0030188031085732064,0.03735424512097898,0.0912271369186939,0.5193372637594457,0.016873600645401148
52405,IA,2022,0.7284683055849367,0.018740080054947802,0.02816562907548857,0.005382542360681577,0.01461777483356452,0.0025241342122053908,0.051397667646308896,0.06108824310900966,0.6177751303842552,-0.013524954699947448
52411,IA,2022,0.5977628569537495,0.020056333056325704,0.05661104451488119,0.012193238562403936,0.028844584010531193,0.0005986306507718217,0.03308206534928701,0.10003987055310343,0.8081272324253322,0.018974421439310583
52501,IA,2022,0.7337677367414712,0.014676210123779813,0.03737420750729596,0.00511346482841904,0.011621968400925832,0.0027749823890510215,0.042444902888195635,0.029109233528141577,0.5911207713774511,0.0528730536567124
52530,IA,2022,0.7148656355889557,0.0075821115845271245,0.039889958734525444,0.0035562116281410406,0.010601536551816688,0.0023484416412252154,0.05847619686650787,0.023296683817539625,0.6034836406087998,-0.013841519182427868
52531,IA,2022,0.6948715960204738,0.03217300746715118,0.05237530743834615,0.006414659546653077,0.00808202787441005,0.0016064346014934303,0.040105470740732535,0.051856697112080845,0.6924002717635293,0.03611965833750466
52533,IA,2022,0.6558899240009807,0.007416033341505271,0.014464329492522677,0.0032789899485167933,0.04121721010051483,0.0027273841627849962,0.055987987251777394,0.08136481726283856,0.651614279974978,0.09144326766801808
52534,IA,2022,0.7768802966101694,0.0,0.0,0.0007944915254237289,0.0,0.0,0.0,0.0017083776998401542,0.008056391758069398,-0.08758955900073793
52535,IA,2022,0.6054553899421526,0.009627158721445763,0.033610606764345734,0.002617911582147532,0.006840349617869358,0.0,0.06177426846261031,0.05818585655393742,0.6217680168589821,-0.02473781264627739
52536,IA,2022,0.7206869398927593,0.0042746259702276055,0.06299448798230155,0.0038621620608196784,0.0037121751846713414,0.0,0.05823240466459185,0.06906309468493649,0.5930998072004655,0.04648221290260778
52537,IA,2022,0.6047866990118927,0.0950141017296807,0.05270891268761217,0.008145474626747924,0.007553793661124589,0.0015580932094747845,0.04070765043488551,0.028576167755595815,0.8995500940376784,0.09920505157354678
52540,IA,2022,0.7101514989864505,0.01408300437426651,0.03475408087058573,0.004320921796649952,0.011922543475941533,0.004000853515416622,0.041528859490024536,0.08491332205783753,0.5949092581971122,0.024051373385611252
52542,IA,2022,0.41001181066593984,0.0,0.0161715272099573,0.004088307440719542,0.002725538293813028,0.0,0.04833287907695103,0.13851835038699162,0.5512101661254947,-0.14880465364252032
52543,IA,2022,0.6679085691269762,0.0,0.00906253146712315,0.0013090323230288993,0.0,0.0,0.0,0.007014005476527982,0.0848944726596427,-0.13084509018112056
52544,IA,2022,0.6932698334527221,0.03013632700573066,0.04425590974212034,0.004521848137535816,0.010487553724928367,0.002300098495702006,0.0501040920487106,0.09355276241170034,0.6983278447900294,0.050466309978009695
