,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
share_wages,-0.1034,0.0022,-0.1073,-0.099,0.0,0.0,2064.2343,2394.5342,1.0014
share_business,-0.0329,0.0014,-0.0354,-0.0303,0.0,0.0,3226.0748,2879.9794,1.0009
share_capital_gains,0.1114,0.0022,0.1072,0.1154,0.0,0.0,2584.2942,2501.2967,1.0013
share_interest,0.0342,0.0019,0.0309,0.0379,0.0,0.0,2830.0906,2564.3915,1.0004
share_dividends,0.0972,0.002,0.0937,0.101,0.0,0.0,2456.6081,2484.5158,1.0017
share_unemployment,-0.117,0.0019,-0.1205,-0.1134,0.0,0.0,2947.4784,2378.5669,1.0
share_social_security,-0.1138,0.0018,-0.1172,-0.1106,0.0,0.0,2391.5695,2811.9757,0.9998
